frame_count,sum,min,max,kur,lag1_max,lag1_q05,lag1_skew,mfcc_sum,mfcc_std,mfcc_min,mfcc_q01,mfcc_kur,mfcc_skew,sc_q50,stft_sum,length_w1,zc_std_w1,min_w2,kur_w2,skew_w2,zc_sum_w2,mfcc_sum_w2,mfcc_std_w2,mfcc_kur_w2,sc_min_w2,sc_q01_w2,sc_q05_w2,sc_q25_w2,stft_sum_w2,min_w3,max_w3,q01_w3,q99_w3,lag1_min_w3,lag1_q01_w3,lag1_skew_w3,zc_mean_w3,mfcc_sum_w3,mfcc_q75_w3,mfcc_q95_w3,sc_std_w3,sc_q01_w3,sc_q05_w3,sc_kur_w3,stft_sum_w3,length_w4,mfcc_kur_w4,sc_mean_w4,emotion_0,emotional_intensity
0.10783959648145536,0.3858708488791229,0.9674741760944415,0.03611869764016326,0.23887623240731148,0.032680155741367206,0.9914821124361158,0.2558730565877367,0.706482394345491,0.7616362786250049,0.38691382214940706,0.33063399771137525,0.21791005164282296,0.6224861544041191,0.9276556763140023,0.5287937637578054,0.10783281506329423,0.34346981885827627,0.9674741760944415,0.2520541576984475,0.8018914895895296,0.2396335127987154,0.7732099572475168,0.7373306186100517,0.4380773906820737,0.3934723908960365,0.41692989984045287,0.4044376786501358,0.3067545402795893,0.46663034368356104,0.9786621766416653,0.022908244517946836,0.9806302592332126,0.02086018075950021,0.9918829864180664,0.9925933241161365,0.363906930662304,0.13227323682338807,0.811581414369849,0.7063856942359517,0.39716004788868464,0.8146079993122779,0.30947274096088007,0.352785251204994,0.09093317899831162,0.43685587775949686,0.10783545543584716,0.20868630425910428,0.9643133915950175,0.0,0
0.11764597858756265,0.38579237712280506,0.9632624200688636,0.04372909442415687,0.2651546975698001,0.017042190591689536,0.9909142532651902,0.29254209518026864,0.7075518225922249,0.7471050919019137,0.38706697066819107,0.33079970732304265,0.23261250119760524,0.605031244157713,0.7995507139876191,0.5332206465295214,0.11765137974094664,0.5249046098120527,0.9632624200688636,0.2639501022703574,0.8323471199416439,0.21091905166713895,0.7580082210786815,0.7121416202843442,0.4576986475936728,0.5256744446531866,0.5259317075107842,0.4937226339468993,0.3162769146367312,0.5193413288279165,0.9829481095974284,0.020703172853117728,0.9812056931073225,0.01998138099568566,0.9894719922848187,0.9927990651129106,0.3988720758805807,0.1381650712740899,0.8182631701255625,0.7355599500265864,0.5536271012288614,0.6119589988912487,0.30246721404669064,0.35494181599538305,0.10071553685492038,0.3901740484080636,0.11762977473065617,0.24928375453000617,0.9560175308088059,0.0,0
0.09803321437534818,0.38588330471345905,0.968888342351205,0.05410132875072882,0.27499728035976745,0.035105636050296804,0.9875070982396366,0.19889567830237226,0.7166080710027034,0.741162828631679,0.40470703451764645,0.3498865920901175,0.23599168925385583,0.6124753787952004,0.9115776046882529,0.495870216849022,0.09803873558433929,0.5302753488103735,0.968888342351205,0.2223277326527518,0.8788733576036799,0.1390384433739492,0.7653526060384515,0.7281731203795507,0.54012607128109,0.46117686945813713,0.46031833410136863,0.4375590191049522,0.21853511980874019,0.48307852008466656,0.9791213837440685,0.025511454122258977,0.9806807802054787,0.021420474870809104,0.9901149240536848,0.9927990651129106,0.30338934573112786,0.13102922914632179,0.8258560878943848,0.6780473509145435,0.5681781122350906,0.6281389027169242,0.29913328143387885,0.3078524220314137,0.12344561346838716,0.3805891241382282,0.09801665034280116,0.22457896762532137,0.9495950220190719,0.0,0
0.06862631073131609,0.3858569139144593,0.969257255287752,0.058336146316015594,0.36120589184901697,0.03650986149230868,0.9875070982396366,0.282761740601692,0.7450192414582137,0.7312817103059687,0.4105235651303256,0.35771137530167785,0.23900113386507837,0.5942397860102346,0.8419656088435689,0.4526348636108689,0.068632011948777,0.44610098909252593,0.969257255287752,0.27516562549718787,0.986506889306275,0.164541418721073,0.7775216875662987,0.7332982160091983,0.5904552316816345,0.39414788758176794,0.4446233039935942,0.43959667594660073,0.23229267235330398,0.5057797373176245,0.9851216898821368,0.018161215239495286,0.983408912707843,0.020068442080673515,0.9922848187736076,0.9936220291000065,0.3517301997830805,0.13268637483592985,0.842521157398154,0.7009088653492532,0.5658286381904293,0.5823541063722266,0.36518410668334766,0.3400375349246139,0.10205162986597668,0.44131441925129156,0.06860920666013715,0.19266223701010388,0.8947548266598333,0.0,0
0.17646590721277156,0.38585193158072484,0.9797405312346285,0.021665081167336668,0.2066108540545922,0.008297695793706516,0.9937535491198183,0.20215061268833712,0.6432497147788472,0.8342302050899547,0.2903870260682486,0.2263649077388743,0.23149938777454038,0.6045624351552554,0.7338572282064668,0.5603570137774051,0.17646482701207122,0.31086312069593025,0.9797405312346285,0.2798716659545952,0.7296713432473088,0.20884103145366958,0.7121727052677669,0.8036771126166584,0.4192060124749934,0.34936694369680305,0.36082480761512836,0.42459813511605876,0.2730839134957211,0.5101115486911993,0.9875401806214602,0.017242435379149823,0.9846719370144932,0.01620542968093405,0.9911596881780921,0.9942392520903285,0.4788609777149262,0.13938840001950564,0.7895392046237096,0.7220259799291828,0.6524012780406482,0.4103446473840878,0.3089761417197885,0.30734155585184547,0.09623220496557153,0.39968173379963956,0.1764691478942213,0.23894172855431917,0.9229962548871256,0.0,0
0.1960725500878412,0.3858586265916805,0.9735919822921789,0.024426918709915,0.3222090317832996,0.01085083296100083,0.9943214082907439,0.25132248849648225,0.6576092606816255,0.7776967548808972,0.36156906871940975,0.30321049220160257,0.18148751618134273,0.6700705359396153,0.6464671943770514,0.6479040811728146,0.19607747116867857,0.24342687354229328,0.9735919822921789,0.2841090943606782,0.7446982796220856,0.13214319448380088,0.7468109163908898,0.768165389612572,0.36995411504650805,0.0,0.3551446834944777,0.4017273422586185,0.19652847094919879,0.6142123660025915,0.986315628348385,0.017487443341908614,0.9894714293797638,0.012283370901771819,0.995901309973479,0.9952679570741984,0.45139866551389607,0.08393068889965716,0.8043415081530803,0.7329825623943667,0.5541938133803522,0.3421563286591983,0.3327436607068317,0.31904814583432517,0.1506809774133224,0.48966534594884303,0.1960577864838393,0.3110732451914231,0.8786519972889597,0.0,0
0.1666656464438091,0.385787316940106,0.9784493359567141,0.03424678552797128,0.14440496241905765,0.03395672432501436,0.9875070982396366,0.2024735244090688,0.6844400144095654,0.7936310169050039,0.3062320848387732,0.2433348226064611,0.2856549728604707,0.5841794629627293,0.7672630345950178,0.5790291076094422,0.16667074753311617,0.40605776613459543,0.9784493359567141,0.1397374974309886,0.8167154313293536,0.23056578823084914,0.7798783138886052,0.7240429268555122,0.4457805942116752,0.43867113892981047,0.4279926087262624,0.43195197041710703,0.15184255961700133,0.47060416226798507,0.9831624062452166,0.02189758667156683,0.9798724446492225,0.01969649298985867,0.9910793217069839,0.9927990651129106,0.45333572807436795,0.0497388912198454,0.8416186709677769,0.7782503921820174,0.6554989905605934,0.18406440677438685,0.3136968884990786,0.2967836679305078,0.08146499474892269,0.483430704877326,0.1666503428011754,0.2816236234446845,0.9113949327333783,0.0,0
0.15686538567484687,0.38576006980249566,0.978695277914412,0.04290054316138338,0.17539309791066704,0.021063381630178082,0.9892106757524134,0.18666363317198817,0.6977305925566217,0.7807052607224124,0.32953262331359,0.2708946400755923,0.273319802314117,0.5941403419128894,0.8349445436072241,0.5471142777381214,0.15685218285546387,0.4788480655006258,0.978695277914412,0.1524626242597688,0.8622467320789964,0.16558042882780769,0.7935450588894327,0.7251046043844622,0.4799666468295232,0.3238249691854864,0.333871308949374,0.3660109554168223,0.1149057104801599,0.49092493286782823,0.9826113577223328,0.021285066764669854,0.9786094203425724,0.018231108391050806,0.9931688499557985,0.9940335110935544,0.45376536642107057,0.06351846143397194,0.83707510908902,0.7026849800782984,0.6216748158866249,0.2114965730432481,0.3150845696661454,0.3298014023553045,0.07047087987432639,0.4350358217653264,0.1568560235063663,0.22603718705363773,0.8979072862384654,0.0,0
0.22549169640616296,0.3857005153445759,0.9895474667978356,0.01816675361340412,0.15654647963687246,0.009510435948171315,0.9954571266325951,0.1866974352041501,0.6219927728782172,0.8686059574845232,0.21700678880534152,0.1467913543836501,0.28398015481286976,0.565097986008908,0.6189795862187135,0.6872146675274556,0.22548419480424076,0.4181970085043272,0.9895474667978356,0.20188866457059187,0.7334158262728261,0.15934636818739964,0.74853365659648,0.7701566925595298,0.331663062519245,0.46697277930155995,0.45979015718698046,0.4310038118329266,0.24126503336623795,0.747072662002493,0.9892239399969386,0.008575278696557638,0.9902292439637539,0.01008529400356002,0.9969460740978864,0.9967081440516162,0.43089272561786673,0.01546949577441789,0.8137978601190146,0.7799998669395916,0.6578812938136769,0.16093496366097693,0.28406359987729946,0.291164893645281,0.15366932729516491,0.5554556739409462,0.22548971596474043,0.32716457949829403,0.8854322505890893,0.0,1
0.3137246500125487,0.3858907782140607,0.9846901131333003,0.022585693681529448,0.24507232577842297,0.01027637709835961,0.9937535491198183,0.18418942705835567,0.5852711804256139,0.7813362388475372,0.30265820861018633,0.23946782051797766,0.2400131244148762,0.6254465470101094,0.5402722002735506,0.7029915676703798,0.3137288509096252,0.3631572942918599,0.9846901131333003,0.35112190652865566,0.7673157793634672,0.29186738452819494,0.6892220828245661,0.732350367605267,0.24838884242297748,0.39095978213565413,0.3940229464432962,0.4328491688138332,0.2591294276711378,0.6442761892612454,0.9909995407928975,0.013873575891216466,0.9884104889621776,0.012067873166653016,0.9926062846580407,0.9952679570741984,0.3443079816386097,0.1241622481991552,0.7782276422304715,0.7942219954807905,0.6139038573768082,0.397131876095776,0.319307734114077,0.31872678863866716,0.11929011647487131,0.6243612976519839,0.3137120470127326,0.3882669961701053,0.8137187187915922,0.0,1
